mitre_id,technique,tactics,groups
T1556.008,Network Provider DLL,Credential Access|Defense Evasion|Persistence,no
T1123,Audio Capture,Collection,APT37
T1021.005,VNC,Lateral Movement,GCMAN|FIN7|Gamaredon Group|Fox Kitten
T1574.006,Dynamic Linker Hijacking,Persistence|Privilege Escalation|Defense Evasion,Aquatic Panda|APT41|Rocke
T1592.001,Hardware,Reconnaissance,no
T1012,Query Registry,Discovery,Turla|Kimsuky|Indrik Spider|OilRig|Stealth Falcon|Threat Group-3390|Dragonfly|APT32|Daggerfly|APT39|Volt Typhoon|APT41|ZIRCONIUM|Chimera|Lazarus Group|Fox Kitten
T1597.002,Purchase Technical Data,Reconnaissance,LAPSUS$
T1590.001,Domain Properties,Reconnaissance,Sandworm Team
T1027.010,Command Obfuscation,Defense Evasion,Chimera|Magic Hound|Sandworm Team|TA505|Sidewinder|Leafminer|Cobalt Group|Aquatic Panda|FIN7|FIN8|Fox Kitten|MuddyWater|Play|TA551|Gamaredon Group|FIN6|Turla|LazyScripter|Wizard Spider|Silence|APT19|GOLD SOUTHFIELD|APT32|HEXANE|Patchwork
T1059.008,Network Device CLI,Execution,no
T1499.003,Application Exhaustion Flood,Impact,no
T1218.004,InstallUtil,Defense Evasion,Mustang Panda|menuPass
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Exfiltration,no
T1222,File and Directory Permissions Modification,Defense Evasion,no
T1543.003,Windows Service,Persistence|Privilege Escalation,Kimsuky|Carbanak|Agrius|Wizard Spider|APT19|APT38|PROMETHIUM|DarkVishnya|APT41|Ke3chang|APT32|Cobalt Group|Lazarus Group|TeamTNT|Aquatic Panda|Threat Group-3390|Cinnamon Tempest|Tropic Trooper|FIN7|APT3|Blue Mockingbird|Earth Lusca
T1134.002,Create Process with Token,Defense Evasion|Privilege Escalation,Lazarus Group|Turla
T1055.003,Thread Execution Hijacking,Defense Evasion|Privilege Escalation,no
T1480.001,Environmental Keying,Defense Evasion,APT41|Equation
T1570,Lateral Tool Transfer,Lateral Movement,FIN10|GALLIUM|Sandworm Team|APT32|Aoqin Dragon|Wizard Spider|Ember Bear|APT41|Chimera|INC Ransom|Magic Hound|Turla|Agrius|Volt Typhoon
T1029,Scheduled Transfer,Exfiltration,Higaisa
T1584.003,Virtual Private Server,Resource Development,Volt Typhoon|Turla
T1534,Internal Spearphishing,Lateral Movement,HEXANE|Kimsuky|Leviathan|Gamaredon Group
T1036.009,Break Process Trees,Defense Evasion,no
T1556.001,Domain Controller Authentication,Credential Access|Defense Evasion|Persistence,Chimera
T1558.005,Ccache Files,Credential Access,no
T1485.001,Lifecycle-Triggered Deletion,Impact,no
T1491.001,Internal Defacement,Impact,Gamaredon Group|Lazarus Group
T1564.010,Process Argument Spoofing,Defense Evasion,no
T1056.002,GUI Input Capture,Collection|Credential Access,FIN4|RedCurl
T1008,Fallback Channels,Command And Control,FIN7|Lazarus Group|OilRig|APT41
T1036.004,Masquerade Task or Service,Defense Evasion,Kimsuky|BackdoorDiplomacy|Magic Hound|APT41|Wizard Spider|Higaisa|APT-C-36|APT32|Winter Vivern|ZIRCONIUM|Carbanak|FIN7|Fox Kitten|FIN6|Aquatic Panda|Naikon|BITTER|Lazarus Group|PROMETHIUM|FIN13
T1590.006,Network Security Appliances,Reconnaissance,Volt Typhoon
T1195.003,Compromise Hardware Supply Chain,Initial Access,no
T1055,Process Injection,Defense Evasion|Privilege Escalation,Cobalt Group|Silence|TA2541|APT32|APT5|Turla|Wizard Spider|APT37|PLATINUM|Kimsuky|APT41
T1606.001,Web Cookies,Credential Access,no
T1568.003,DNS Calculation,Command And Control,APT12
T1583.003,Virtual Private Server,Resource Development,Axiom|LAPSUS$|Winter Vivern|Ember Bear|HAFNIUM|Gamaredon Group|Moonstone Sleet|CURIUM|APT28|Dragonfly
T1596.003,Digital Certificates,Reconnaissance,no
T1601.002,Downgrade System Image,Defense Evasion,no
T1007,System Service Discovery,Discovery,Volt Typhoon|Ke3chang|TeamTNT|BRONZE BUTLER|APT1|Chimera|Earth Lusca|OilRig|Indrik Spider|admin@338|Kimsuky|Turla|Aquatic Panda|Poseidon Group
T1597.001,Threat Intel Vendors,Reconnaissance,no
T1589.001,Credentials,Reconnaissance,LAPSUS$|APT28|Magic Hound|Chimera|Leviathan
T1574.011,Services Registry Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
T1619,Cloud Storage Object Discovery,Discovery,no
T1505.001,SQL Stored Procedures,Persistence,no
T1016.002,Wi-Fi Discovery,Discovery,Magic Hound
T1564.003,Hidden Window,Defense Evasion,DarkHydrus|Higaisa|Deep Panda|APT19|CopyKittens|Gamaredon Group|APT32|ToddyCat|Nomadic Octopus|APT28|Magic Hound|Gorgon Group|APT3|Kimsuky
T1114.003,Email Forwarding Rule,Collection,Star Blizzard|LAPSUS$|Silent Librarian|Kimsuky
T1528,Steal Application Access Token,Credential Access,APT29|APT28
T1542.004,ROMMONkit,Defense Evasion|Persistence,no
T1020.001,Traffic Duplication,Exfiltration,no
T1592.003,Firmware,Reconnaissance,no
T1583.001,Domains,Resource Development,TeamTNT|Star Blizzard|Lazarus Group|IndigoZebra|APT28|Winter Vivern|LazyScripter|TA505|Silent Librarian|menuPass|ZIRCONIUM|Mustang Panda|HEXANE|APT1|Gamaredon Group|TA2541|Earth Lusca|Transparent Tribe|Ferocious Kitten|FIN7|Kimsuky|Dragonfly|Moonstone Sleet|Threat Group-3390|APT32|Sandworm Team|CURIUM|BITTER|EXOTIC LILY|Leviathan|Winnti Group|Magic Hound
T1652,Device Driver Discovery,Discovery,no
T1021.007,Cloud Services,Lateral Movement,Scattered Spider|APT29
T1037.001,Logon Script (Windows),Persistence|Privilege Escalation,Cobalt Group|APT28
T1578.005,Modify Cloud Compute Configurations,Defense Evasion,no
T1059.005,Visual Basic,Execution,HEXANE|RedCurl|SideCopy|Windshift|Gamaredon Group|FIN7|TA2541|Lazarus Group|Silence|FIN13|Turla|BRONZE BUTLER|Transparent Tribe|APT38|Machete|Mustang Panda|Leviathan|Patchwork|FIN4|Cobalt Group|Magic Hound|OilRig|Malteiro|Inception|Sidewinder|Earth Lusca|Confucius|Molerats|WIRTE|Kimsuky|APT33|MuddyWater|Sandworm Team|APT32|APT-C-36|TA505|LazyScripter|TA459|Rancor|APT37|Higaisa|Gorgon Group|APT39
T1608.006,SEO Poisoning,Resource Development,Mustard Tempest
T1110.004,Credential Stuffing,Credential Access,Chimera
T1591.004,Identify Roles,Reconnaissance,Volt Typhoon|LAPSUS$|HEXANE
T1593.001,Social Media,Reconnaissance,EXOTIC LILY|Kimsuky
T1562.009,Safe Mode Boot,Defense Evasion,no
T1055.008,Ptrace System Calls,Defense Evasion|Privilege Escalation,no
T1548.005,Temporary Elevated Cloud Access,Privilege Escalation|Defense Evasion,no
T1568,Dynamic Resolution,Command And Control,APT29|TA2541|Gamaredon Group|Transparent Tribe|BITTER
T1055.001,Dynamic-link Library Injection,Defense Evasion|Privilege Escalation,BackdoorDiplomacy|Leviathan|Tropic Trooper|Malteiro|Lazarus Group|Putter Panda|Turla|Wizard Spider|TA505
T1218.011,Rundll32,Defense Evasion,APT28|RedCurl|Blue Mockingbird|Kimsuky|Sandworm Team|Lazarus Group|TA551|TA505|APT3|APT19|MuddyWater|Aquatic Panda|Wizard Spider|APT41|Daggerfly|FIN7|CopyKittens|Carbanak|APT32|Magic Hound|Gamaredon Group|HAFNIUM|LazyScripter|APT38
T1546.010,AppInit DLLs,Privilege Escalation|Persistence,APT39
T1039,Data from Network Shared Drive,Collection,menuPass|Gamaredon Group|Sowbug|APT28|BRONZE BUTLER|Chimera|Fox Kitten|RedCurl
T1573.001,Symmetric Cryptography,Command And Control,BRONZE BUTLER|APT33|APT28|Inception|ZIRCONIUM|Stealth Falcon|Darkhotel|MuddyWater|RedCurl|Lazarus Group|Higaisa|Mustang Panda|Volt Typhoon
T1053.005,Scheduled Task,Execution|Persistence|Privilege Escalation,MuddyWater|RedCurl|APT38|APT39|FIN8|APT32|APT29|BITTER|Naikon|FIN7|APT33|Fox Kitten|Mustang Panda|Silence|Confucius|APT41|Cobalt Group|FIN10|menuPass|FIN13|APT3|Sandworm Team|Rancor|FIN6|Blue Mockingbird|Machete|Higaisa|Stealth Falcon|OilRig|Magic Hound|Ember Bear|Kimsuky|APT37|GALLIUM|Patchwork|Daggerfly|ToddyCat|BRONZE BUTLER|Wizard Spider|TA2541|Winter Vivern|Molerats|Gamaredon Group|LuminousMoth|Chimera|HEXANE|Dragonfly|Lazarus Group|APT-C-36|Moonstone Sleet
T1547.012,Print Processors,Persistence|Privilege Escalation,Earth Lusca
T1546.001,Change Default File Association,Privilege Escalation|Persistence,Kimsuky
T1550.001,Application Access Token,Defense Evasion|Lateral Movement,APT28
T1003.001,LSASS Memory,Credential Access,APT1|Kimsuky|Silence|OilRig|Leviathan|Whitefly|FIN13|APT32|GALLIUM|Threat Group-3390|Cleaver|Earth Lusca|MuddyWater|RedCurl|BRONZE BUTLER|Play|Leafminer|HAFNIUM|APT28|PLATINUM|APT41|Magic Hound|FIN8|APT33|Sandworm Team|Wizard Spider|Aquatic Panda|APT39|Volt Typhoon|APT3|Fox Kitten|Blue Mockingbird|Agrius|Ember Bear|Indrik Spider|Moonstone Sleet|Ke3chang|APT5|FIN6
T1538,Cloud Service Dashboard,Discovery,Scattered Spider
T1001,Data Obfuscation,Command And Control,Gamaredon Group
T1622,Debugger Evasion,Defense Evasion|Discovery,no
T1098.001,Additional Cloud Credentials,Persistence|Privilege Escalation,no
T1568.002,Domain Generation Algorithms,Command And Control,APT41|TA551
T1547.008,LSASS Driver,Persistence|Privilege Escalation,no
T1133,External Remote Services,Persistence|Initial Access,APT29|LAPSUS$|APT41|GALLIUM|APT18|Wizard Spider|Leviathan|Akira|APT28|TeamTNT|Chimera|Dragonfly|Sandworm Team|Ember Bear|Threat Group-3390|Kimsuky|Ke3chang|FIN13|Scattered Spider|OilRig|FIN5|Volt Typhoon|Play|GOLD SOUTHFIELD
T1559.002,Dynamic Data Exchange,Execution,FIN7|Patchwork|Gallmaker|APT28|Leviathan|BITTER|MuddyWater|TA505|Sidewinder|APT37|Cobalt Group
T1567,Exfiltration Over Web Service,Exfiltration,Magic Hound|APT28
T1218.015,Electron Applications,Defense Evasion,no
T1547.013,XDG Autostart Entries,Persistence|Privilege Escalation,no
T1606,Forge Web Credentials,Credential Access,no
T1584.004,Server,Resource Development,Sandworm Team|Dragonfly|Daggerfly|Turla|Lazarus Group|Indrik Spider|APT16|Earth Lusca|Volt Typhoon
T1588,Obtain Capabilities,Resource Development,no
T1587,Develop Capabilities,Resource Development,Kimsuky|Moonstone Sleet
T1114,Email Collection,Collection,Scattered Spider|Silent Librarian|Magic Hound|Ember Bear
T1070.002,Clear Linux or Mac System Logs,Defense Evasion,Rocke|TeamTNT
T1535,Unused/Unsupported Cloud Regions,Defense Evasion,no
T1586,Compromise Accounts,Resource Development,no
T1564.002,Hidden Users,Defense Evasion,Kimsuky|Dragonfly
T1484,Domain or Tenant Policy Modification,Defense Evasion|Privilege Escalation,no
T1055.009,Proc Memory,Defense Evasion|Privilege Escalation,no
T1135,Network Share Discovery,Discovery,Dragonfly|Chimera|FIN13|APT39|Tonto Team|Wizard Spider|APT41|Tropic Trooper|INC Ransom|Sowbug|APT32|DarkVishnya|APT1|APT38
T1574.012,COR_PROFILER,Persistence|Privilege Escalation|Defense Evasion,Blue Mockingbird
T1564.004,NTFS File Attributes,Defense Evasion,APT32
T1562.007,Disable or Modify Cloud Firewall,Defense Evasion,no
T1003.002,Security Account Manager,Credential Access,Dragonfly|APT41|Ke3chang|Ember Bear|GALLIUM|APT29|APT5|menuPass|Daggerfly|FIN13|Threat Group-3390|Agrius|Wizard Spider
T1650,Acquire Access,Resource Development,no
T1090.002,External Proxy,Command And Control,Tonto Team|APT39|MuddyWater|FIN5|Lazarus Group|APT28|Silence|GALLIUM|APT29|menuPass|APT3
T1564.006,Run Virtual Instance,Defense Evasion,no
T1595,Active Scanning,Reconnaissance,no
T1055.013,Process Doppelgänging,Defense Evasion|Privilege Escalation,Leafminer
T1491,Defacement,Impact,no
T1592,Gather Victim Host Information,Reconnaissance,Volt Typhoon
T1546.012,Image File Execution Options Injection,Privilege Escalation|Persistence,no
T1602.002,Network Device Configuration Dump,Collection,no
T1596.005,Scan Databases,Reconnaissance,Volt Typhoon|APT41
T1197,BITS Jobs,Defense Evasion|Persistence,Wizard Spider|APT39|APT41|Leviathan|Patchwork
T1547.010,Port Monitors,Persistence|Privilege Escalation,no
T1016,System Network Configuration Discovery,Discovery,Kimsuky|Threat Group-3390|Sidewinder|Chimera|Magic Hound|Moonstone Sleet|Moses Staff|Lazarus Group|FIN13|TeamTNT|Stealth Falcon|Higaisa|SideCopy|ZIRCONIUM|APT19|APT1|APT32|Naikon|Darkhotel|Earth Lusca|Dragonfly|APT3|menuPass|MuddyWater|Volt Typhoon|HEXANE|Play|OilRig|Wizard Spider|GALLIUM|Ke3chang|Mustang Panda|HAFNIUM|Turla|Tropic Trooper|APT41|admin@338
T1484.002,Trust Modification,Defense Evasion|Privilege Escalation,Scattered Spider
T1584,Compromise Infrastructure,Resource Development,no
T1596,Search Open Technical Databases,Reconnaissance,no
T1499.001,OS Exhaustion Flood,Impact,no
T1573,Encrypted Channel,Command And Control,APT29|Tropic Trooper|BITTER|Magic Hound
T1127.001,MSBuild,Defense Evasion,no
T1588.003,Code Signing Certificates,Resource Development,Threat Group-3390|Wizard Spider|FIN8|BlackTech
T1027.001,Binary Padding,Defense Evasion,APT32|Moafee|FIN7|Higaisa|Leviathan|Patchwork|Gamaredon Group|Mustang Panda|APT29|BRONZE BUTLER
T1546.014,Emond,Privilege Escalation|Persistence,no
T1596.002,WHOIS,Reconnaissance,no
T1590.004,Network Topology,Reconnaissance,Volt Typhoon|FIN13
T1559,Inter-Process Communication,Execution,no
T1195,Supply Chain Compromise,Initial Access,Ember Bear|Sandworm Team
T1047,Windows Management Instrumentation,Execution,APT41|Ember Bear|FIN7|APT32|GALLIUM|Sandworm Team|Volt Typhoon|Blue Mockingbird|Mustang Panda|Aquatic Panda|Deep Panda|TA2541|Indrik Spider|OilRig|MuddyWater|Gamaredon Group|menuPass|FIN6|Leviathan|Stealth Falcon|Windshift|Cinnamon Tempest|Earth Lusca|Threat Group-3390|FIN13|Magic Hound|Chimera|INC Ransom|Lazarus Group|APT29|Wizard Spider|ToddyCat|FIN8|Naikon
T1560.002,Archive via Library,Collection,Lazarus Group|Threat Group-3390
T1583.005,Botnet,Resource Development,no
T1621,Multi-Factor Authentication Request Generation,Credential Access,Scattered Spider|LAPSUS$|APT29
T1110.002,Password Cracking,Credential Access,APT3|Dragonfly|FIN6
T1566,Phishing,Initial Access,Axiom|GOLD SOUTHFIELD|INC Ransom
T1059.007,JavaScript,Execution,Star Blizzard|Kimsuky|TA577|Winter Vivern|Cobalt Group|Indrik Spider|Leafminer|FIN7|MuddyWater|Molerats|TA505|Silence|FIN6|APT32|Saint Bear|Earth Lusca|LazyScripter|Turla|TA578|Evilnum|Higaisa|MoustachedBouncer|Sidewinder
T1592.004,Client Configurations,Reconnaissance,HAFNIUM
T1529,System Shutdown/Reboot,Impact,Lazarus Group|APT37|APT38
T1218.012,Verclsid,Defense Evasion,no
T1550.004,Web Session Cookie,Defense Evasion|Lateral Movement,Star Blizzard
T1217,Browser Information Discovery,Discovery,Volt Typhoon|Chimera|Moonstone Sleet|Scattered Spider|Fox Kitten|APT38
T1218,System Binary Proxy Execution,Defense Evasion,Lazarus Group|Volt Typhoon
T1578,Modify Cloud Compute Infrastructure,Defense Evasion,no
T1546.015,Component Object Model Hijacking,Privilege Escalation|Persistence,APT28
T1006,Direct Volume Access,Defense Evasion,Scattered Spider|Volt Typhoon
T1586.002,Email Accounts,Resource Development,APT29|APT28|Leviathan|LAPSUS$|IndigoZebra|TA577|HEXANE|Kimsuky|Magic Hound|Star Blizzard
T1137.003,Outlook Forms,Persistence,no
T1584.006,Web Services,Resource Development,Winter Vivern|Turla|Earth Lusca|CURIUM
T1134.001,Token Impersonation/Theft,Defense Evasion|Privilege Escalation,APT28|FIN8
T1070,Indicator Removal,Defense Evasion,APT5|Lazarus Group
T1550.002,Pass the Hash,Defense Evasion|Lateral Movement,APT1|FIN13|APT28|Aquatic Panda|APT32|Ember Bear|Chimera|APT41|GALLIUM|Kimsuky|Wizard Spider
T1567.003,Exfiltration to Text Storage Sites,Exfiltration,no
T1030,Data Transfer Size Limits,Exfiltration,Threat Group-3390|APT41|LuminousMoth|Play|APT28
T1137.004,Outlook Home Page,Persistence,OilRig
T1036.006,Space after Filename,Defense Evasion,no
T1539,Steal Web Session Cookie,Credential Access,Evilnum|Star Blizzard|LuminousMoth|Sandworm Team|Scattered Spider
T1518.001,Security Software Discovery,Discovery,Cobalt Group|Kimsuky|TA2541|Tropic Trooper|Play|APT38|ToddyCat|Sidewinder|MuddyWater|Darkhotel|TeamTNT|Patchwork|Windshift|Rocke|The White Company|Naikon|Aquatic Panda|Wizard Spider|Turla|Malteiro|FIN8|SideCopy
T1578.002,Create Cloud Instance,Defense Evasion,Scattered Spider|LAPSUS$
T1037.004,RC Scripts,Persistence|Privilege Escalation,APT29
T1036.008,Masquerade File Type,Defense Evasion,Volt Typhoon
T1556.007,Hybrid Identity,Credential Access|Defense Evasion|Persistence,APT29
T1114.001,Local Email Collection,Collection,APT1|Chimera|RedCurl|Winter Vivern|Magic Hound
T1490,Inhibit System Recovery,Impact,Wizard Spider|Sandworm Team
T1027.012,LNK Icon Smuggling,Defense Evasion,no
T1564.012,File/Path Exclusions,Defense Evasion,Turla
T1558.004,AS-REP Roasting,Credential Access,no
T1601.001,Patch System Image,Defense Evasion,no
T1132.001,Standard Encoding,Command And Control,MuddyWater|Tropic Trooper|HAFNIUM|BRONZE BUTLER|APT19|Lazarus Group|Sandworm Team|APT33|TA551|Patchwork
T1003.004,LSA Secrets,Credential Access,APT33|Ember Bear|OilRig|Leafminer|menuPass|Threat Group-3390|Dragonfly|MuddyWater|Ke3chang|APT29
T1566.001,Spearphishing Attachment,Initial Access,Gorgon Group|OilRig|Naikon|Wizard Spider|Machete|Nomadic Octopus|IndigoZebra|RTM|Confucius|Gamaredon Group|APT28|FIN4|Rancor|Mustang Panda|TA551|DarkHydrus|Cobalt Group|Moonstone Sleet|APT12|menuPass|WIRTE|APT39|APT29|APT19|Tropic Trooper|RedCurl|Inception|LazyScripter|Silence|Star Blizzard|APT38|APT30|APT33|APT1|Patchwork|Sandworm Team|Leviathan|Windshift|APT37|Lazarus Group|Darkhotel|PLATINUM|Gallmaker|APT32|FIN6|Dragonfly|BITTER|Winter Vivern|Sidewinder|Tonto Team|Andariel|The White Company|Saint Bear|FIN8|CURIUM|Transparent Tribe|BRONZE BUTLER|Threat Group-3390|TA505|EXOTIC LILY|Elderwood|SideCopy|Molerats|Ajax Security Team|MuddyWater|Ferocious Kitten|APT-C-36|Mofang|Higaisa|APT41|FIN7|TA2541|BlackTech|admin@338|Kimsuky|TA459|Malteiro
T1102,Web Service,Command And Control,FIN6|EXOTIC LILY|Turla|RedCurl|APT32|Mustang Panda|Rocke|FIN8|TeamTNT|LazyScripter|Gamaredon Group|Inception|Fox Kitten
T1649,Steal or Forge Authentication Certificates,Credential Access,APT29
T1590,Gather Victim Network Information,Reconnaissance,Volt Typhoon|HAFNIUM|Indrik Spider
T1562.010,Downgrade Attack,Defense Evasion,no
T1003,OS Credential Dumping,Credential Access,Axiom|Leviathan|APT28|Tonto Team|Poseidon Group|Suckfly|Ember Bear|APT32|Sowbug|APT39
T1087.004,Cloud Account,Discovery,APT29
T1552.005,Cloud Instance Metadata API,Credential Access,TeamTNT
T1562.003,Impair Command History Logging,Defense Evasion,APT38
T1608.004,Drive-by Target,Resource Development,FIN7|Threat Group-3390|APT32|Transparent Tribe|LuminousMoth|Mustard Tempest|CURIUM|Dragonfly
T1553,Subvert Trust Controls,Defense Evasion,Axiom
T1547.001,Registry Run Keys / Startup Folder,Persistence|Privilege Escalation,Leviathan|Ke3chang|RTM|TeamTNT|Inception|Moonstone Sleet|Threat Group-3390|MuddyWater|FIN6|PROMETHIUM|Higaisa|Magic Hound|APT3|Sidewinder|APT29|TA2541|FIN10|RedCurl|Dark Caracal|Dragonfly|BRONZE BUTLER|FIN13|Tropic Trooper|LazyScripter|Rocke|APT33|APT19|ZIRCONIUM|APT28|Confucius|APT39|Turla|LuminousMoth|Darkhotel|APT37|Gamaredon Group|Mustang Panda|Patchwork|FIN7|Naikon|APT18|Silence|Kimsuky|Wizard Spider|Lazarus Group|Gorgon Group|Putter Panda|APT41|Windshift|Cobalt Group|Molerats|APT32
T1526,Cloud Service Discovery,Discovery,no
T1027.011,Fileless Storage,Defense Evasion,Turla|APT32
T1599,Network Boundary Bridging,Defense Evasion,APT41
T1218.014,MMC,Defense Evasion,no
T1216,System Script Proxy Execution,Defense Evasion,no
T1036.003,Rename System Utilities,Defense Evasion,Lazarus Group|GALLIUM|APT32|Daggerfly|menuPass
T1569.001,Launchctl,Execution,no
T1571,Non-Standard Port,Command And Control,Silence|Lazarus Group|Magic Hound|Rocke|APT-C-36|DarkVishnya|APT32|WIRTE|Ember Bear|Sandworm Team|APT33|FIN7
T1069.002,Domain Groups,Discovery,OilRig|Inception|Ke3chang|FIN7|ToddyCat|Dragonfly|INC Ransom|Turla|Volt Typhoon|LAPSUS$
T1003.006,DCSync,Credential Access,LAPSUS$|Earth Lusca
T1497.002,User Activity Based Checks,Defense Evasion|Discovery,Darkhotel|FIN7
T1110,Brute Force,Credential Access,APT38|OilRig|HEXANE|APT28|FIN5|Ember Bear|Fox Kitten|APT39|Dragonfly|Turla|Agrius|APT41|DarkVishnya
T1531,Account Access Removal,Impact,Akira|LAPSUS$
T1596.004,CDNs,Reconnaissance,no
T1132,Data Encoding,Command And Control,no
T1589,Gather Victim Identity Information,Reconnaissance,Magic Hound|APT32|Star Blizzard|FIN13|HEXANE|Volt Typhoon|LAPSUS$
T1546.013,PowerShell Profile,Privilege Escalation|Persistence,Turla
T1556.009,Conditional Access Policies,Credential Access|Defense Evasion|Persistence,Scattered Spider
T1036,Masquerading,Defense Evasion,OilRig|APT28|Winter Vivern|Nomadic Octopus|menuPass|ZIRCONIUM|FIN13|Windshift|Agrius|TA551|APT32|TeamTNT|Ember Bear|PLATINUM|LazyScripter|BRONZE BUTLER|Sandworm Team
T1059.011,Lua,Execution,no
T1102.002,Bidirectional Communication,Command And Control,APT28|APT37|Carbanak|Lazarus Group|APT12|FIN7|APT39|ZIRCONIUM|POLONIUM|HEXANE|Turla|Sandworm Team|MuddyWater|Magic Hound|Kimsuky
T1588.001,Malware,Resource Development,TA2541|LuminousMoth|LazyScripter|APT1|LAPSUS$|Aquatic Panda|Metador|Ember Bear|Andariel|BackdoorDiplomacy|Earth Lusca|Turla|TA505
T1033,System Owner/User Discovery,Discovery,ZIRCONIUM|APT37|Winter Vivern|Gamaredon Group|Magic Hound|FIN10|Sidewinder|Moonstone Sleet|HAFNIUM|HEXANE|GALLIUM|Stealth Falcon|Dragonfly|APT32|Tropic Trooper|APT19|Sandworm Team|APT39|OilRig|Patchwork|Ke3chang|Aquatic Panda|APT41|FIN8|APT38|Earth Lusca|Wizard Spider|FIN7|Windshift|MuddyWater|Lazarus Group|Threat Group-3390|APT3|LuminousMoth|Chimera|Volt Typhoon
T1021.006,Windows Remote Management,Lateral Movement,Wizard Spider|Chimera|FIN13|Threat Group-3390
T1497,Virtualization/Sandbox Evasion,Defense Evasion|Discovery,Saint Bear|Darkhotel
T1136.002,Domain Account,Persistence,GALLIUM|Wizard Spider|HAFNIUM
T1496.002,Bandwidth Hijacking,Impact,no
T1556.004,Network Device Authentication,Credential Access|Defense Evasion|Persistence,no
T1078.004,Cloud Accounts,Defense Evasion|Persistence|Privilege Escalation|Initial Access,APT28|Ke3chang|APT29|APT5|APT33|LAPSUS$
