lolbas_file_name,lolbas_file_path,description
csi.exe,c:\program files (x86)\microsoft web tools\packages\microsoft.net.compilers.x.y.z\tools\csi.exe,Command line interface included with Visual Studio.
mftrace.exe,c:\program files (x86)\windows kits\10\bin\10.0.16299.0\x86,Trace log generation tool for Media Foundation Tools.
mftrace.exe,c:\program files (x86)\windows kits\10\bin\10.0.16299.0\x64,Trace log generation tool for Media Foundation Tools.
mftrace.exe,c:\program files (x86)\windows kits\10\bin\x86,Trace log generation tool for Media Foundation Tools.
mftrace.exe,c:\program files (x86)\windows kits\10\bin\x64,Trace log generation tool for Media Foundation Tools.
adplus.exe,c:\program files (x86)\windows kits\10\debuggers\x64\adplus.exe,Debugging tool included with Windows Debugging Tools
adplus.exe,c:\program files (x86)\windows kits\10\debuggers\x86\adplus.exe,Debugging tool included with Windows Debugging Tools
excel.exe,c:\program files (x86)\microsoft office 16\clientx86\root\office16\excel.exe,Microsoft Office binary
excel.exe,c:\program files\microsoft office 16\clientx64\root\office16\excel.exe,Microsoft Office binary
excel.exe,c:\program files (x86)\microsoft office\office16\excel.exe,Microsoft Office binary
excel.exe,c:\program files\microsoft office\office16\excel.exe,Microsoft Office binary
excel.exe,c:\program files (x86)\microsoft office 15\clientx86\root\office15\excel.exe,Microsoft Office binary
excel.exe,c:\program files\microsoft office 15\clientx64\root\office15\excel.exe,Microsoft Office binary
excel.exe,c:\program files (x86)\microsoft office\office15\excel.exe,Microsoft Office binary
excel.exe,c:\program files\microsoft office\office15\excel.exe,Microsoft Office binary
excel.exe,c:\program files (x86)\microsoft office 14\clientx86\root\office14\excel.exe,Microsoft Office binary
excel.exe,c:\program files\microsoft office 14\clientx64\root\office14\excel.exe,Microsoft Office binary
excel.exe,c:\program files (x86)\microsoft office\office14\excel.exe,Microsoft Office binary
excel.exe,c:\program files\microsoft office\office14\excel.exe,Microsoft Office binary
excel.exe,c:\program files (x86)\microsoft office\office12\excel.exe,Microsoft Office binary
excel.exe,c:\program files\microsoft office\office12\excel.exe,Microsoft Office binary
excel.exe,c:\program files\microsoft office\office12\excel.exe,Microsoft Office binary
dotnet.exe,c:\program files\dotnet\dotnet.exe,dotnet.exe comes with .NET Framework
sqlps.exe,c:\program files (x86)\microsoft sql server\100\tools\binn\sqlps.exe,"Tool included with Microsoft SQL Server that loads SQL Server cmdlets. Microsoft SQL Server\100 and 110 are Powershell v2. Microsoft SQL Server\120 and 130 are Powershell version 4. Replaced by SQLToolsPS.exe in SQL Server 2016, but will be included with installation for compatability reasons."
sqlps.exe,c:\program files (x86)\microsoft sql server\110\tools\binn\sqlps.exe,"Tool included with Microsoft SQL Server that loads SQL Server cmdlets. Microsoft SQL Server\100 and 110 are Powershell v2. Microsoft SQL Server\120 and 130 are Powershell version 4. Replaced by SQLToolsPS.exe in SQL Server 2016, but will be included with installation for compatability reasons."
sqlps.exe,c:\program files (x86)\microsoft sql server\120\tools\binn\sqlps.exe,"Tool included with Microsoft SQL Server that loads SQL Server cmdlets. Microsoft SQL Server\100 and 110 are Powershell v2. Microsoft SQL Server\120 and 130 are Powershell version 4. Replaced by SQLToolsPS.exe in SQL Server 2016, but will be included with installation for compatability reasons."
sqlps.exe,c:\program files (x86)\microsoft sql server\130\tools\binn\sqlps.exe,"Tool included with Microsoft SQL Server that loads SQL Server cmdlets. Microsoft SQL Server\100 and 110 are Powershell v2. Microsoft SQL Server\120 and 130 are Powershell version 4. Replaced by SQLToolsPS.exe in SQL Server 2016, but will be included with installation for compatability reasons."
sqlps.exe,c:\program files (x86)\microsoft sql server\150\tools\binn\sqlps.exe,"Tool included with Microsoft SQL Server that loads SQL Server cmdlets. Microsoft SQL Server\100 and 110 are Powershell v2. Microsoft SQL Server\120 and 130 are Powershell version 4. Replaced by SQLToolsPS.exe in SQL Server 2016, but will be included with installation for compatability reasons."
acccheckconsole.exe,c:\program files (x86)\windows kits\10\bin\10.0.22000.0\x86\accchecker\acccheckconsole.exe,Verifies UI accessibility requirements
acccheckconsole.exe,c:\program files (x86)\windows kits\10\bin\10.0.22000.0\x64\accchecker\acccheckconsole.exe,Verifies UI accessibility requirements
acccheckconsole.exe,c:\program files (x86)\windows kits\10\bin\10.0.22000.0\arm\accchecker\acccheckconsole.exe,Verifies UI accessibility requirements
acccheckconsole.exe,c:\program files (x86)\windows kits\10\bin\10.0.22000.0\arm64\accchecker\acccheckconsole.exe,Verifies UI accessibility requirements
powerpnt.exe,c:\program files (x86)\microsoft office 16\clientx86\root\office16\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files\microsoft office 16\clientx64\root\office16\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files (x86)\microsoft office\office16\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files\microsoft office\office16\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files (x86)\microsoft office 15\clientx86\root\office15\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files\microsoft office 15\clientx64\root\office15\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files (x86)\microsoft office\office15\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files\microsoft office\office15\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files (x86)\microsoft office 14\clientx86\root\office14\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files\microsoft office 14\clientx64\root\office14\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files (x86)\microsoft office\office14\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files\microsoft office\office14\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files (x86)\microsoft office\office12\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files\microsoft office\office12\powerpnt.exe,Microsoft Office binary.
powerpnt.exe,c:\program files\microsoft office\office12\powerpnt.exe,Microsoft Office binary.
sqldumper.exe,c:\program files\microsoft sql server\90\shared\sqldumper.exe,Debugging utility included with Microsoft SQL.
sqldumper.exe,c:\program files (x86)\microsoft office\root\vfs\programfilesx86\microsoft analysis\as oledb\140\sqldumper.exe,Debugging utility included with Microsoft SQL.
remote.exe,c:\program files (x86)\windows kits\10\debuggers\x64\remote.exe,Debugging tool included with Windows Debugging Tools
remote.exe,c:\program files (x86)\windows kits\10\debuggers\x86\remote.exe,Debugging tool included with Windows Debugging Tools
appvlp.exe,c:\program files\microsoft office\root\client\appvlp.exe,Application Virtualization Utility Included with Microsoft Office 2016
appvlp.exe,c:\program files (x86)\microsoft office\root\client\appvlp.exe,Application Virtualization Utility Included with Microsoft Office 2016
agentexecutor.exe,c:\program files (x86)\microsoft intune management extension,Intune Management Extension included on Intune Managed Devices
dxcap.exe,c:\windows\system32\dxcap.exe,DirectX diagnostics/debugger included with Visual Studio.
dxcap.exe,c:\windows\syswow64\dxcap.exe,DirectX diagnostics/debugger included with Visual Studio.
cdb.exe,c:\program files (x86)\windows kits\10\debuggers\x64\cdb.exe,Debugging tool included with Windows Debugging Tools.
cdb.exe,c:\program files (x86)\windows kits\10\debuggers\x86\cdb.exe,Debugging tool included with Windows Debugging Tools.
defaultpack.exe,c:\program files (x86)\microsoft\defaultpack\,This binary can be downloaded along side multiple software downloads on the microsoft website. It gets downloaded when the user forgets to uncheck the option to set Bing as the default search provider.
devtoolslauncher.exe,c:\windows\system32\devtoolslauncher.exe,Binary will execute specified binary. Part of VS/VScode installation.
vsiisexelauncher.exe,c:\program files (x86)\microsoft visual studio\2019\community\common7\ide\extensions\microsoft\web tools\projectsystem\vsiisexelauncher.exe,Binary will execute specified binary. Part of VS/VScode installation.
winword.exe,c:\program files\microsoft office\root\office16\winword.exe,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office 16\clientx86\root\office16\winword.exe,Microsoft Office binary
winword.exe,c:\program files\microsoft office 16\clientx64\root\office16\winword.exe,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\office16\winword.exe,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office16\winword.exe,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office 15\clientx86\root\office15\winword.exe,Microsoft Office binary
winword.exe,c:\program files\microsoft office 15\clientx64\root\office15\winword.exe,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\office15\winword.exe,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office15\winword.exe,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office 14\clientx86\root\office14\winword.exe,Microsoft Office binary
winword.exe,c:\program files\microsoft office 14\clientx64\root\office14\winword.exe,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\office14\winword.exe,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office14\winword.exe,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\office12\winword.exe,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office12\winword.exe,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office12\winword.exe,Microsoft Office binary
fsianycpu.exe,c:\program files (x86)\microsoft visual studio\2019\professional\common7\ide\commonextensions\microsoft\fsharp\fsianycpu.exe,32/64-bit FSharp (F#) Interpreter included with Visual Studio.
vsjitdebugger.exe,c:\windows\system32\vsjitdebugger.exe,Just-In-Time (JIT) debugger included with Visual Studio
wfc.exe,c:\program files (x86)\microsoft sdks\windows\v10.0a\bin\netfx 4.8 tools\wfc.exe,The Workflow Command-line Compiler tool is included with the Windows Software Development Kit (SDK).
msdeploy.exe,c:\program files (x86)\iis\microsoft web deploy v3\msdeploy.exe,Microsoft tool used to deploy Web Applications.
