name,id,author,description,fields
Google Workspace login_success,bffe8013-9cdf-4fe6-9c1b-6784391a4951,"Patrick Bareiss, Splunk",Event source object for Google Workspace login_success,_time; actor.email; actor.profileId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; etag; event.name; event.parameters{}.boolValue; event.parameters{}.multiValue{}; event.parameters{}.name; event.parameters{}.value; event.type; host; id.applicationName; id.customerId; id.time; id.uniqueQualifier; index; ipAddress; kind; linecount; punct; source; sourcetype; splunk_server; timeendpos; timestartpos
O365 Add-MailboxPermission,9c0babdb-bb15-449e-abba-0a9cdb3fc061,"Patrick Bareiss, Splunk",Event source object for O365 Add-MailboxPermission,_time; AccessRights; AppId; ClientAppId; ClientIP; CreationTime; ExternalAccess; Id; Identity; InheritanceType; ObjectId; Operation; OrganizationId; OrganizationName; OriginatingServer; Parameters{}.Name; Parameters{}.Value; RecordType; ResultStatus; SessionId; User; UserId; UserKey; UserType; Version; Workload; app; authentication_service; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; host; index; linecount; object; punct; record_type; signature; source; sourcetype; splunk_server; src; src_ip; status; timeendpos; timestartpos; user; user_id; user_type; vendor_account; vendor_product
O365 Add app role assignment grant to user.,ce1d7849-a1d2-47fd-b6eb-d7ef854a860c,"Patrick Bareiss, Splunk",Event source object for O365 Add app role assignment grant to user.,_time; ActorContextId; ActorIpAddress; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; ClientIP; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; additionalDetails; app; authentication_service; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; extendedAuditEventCategory; extended_properties; host; index; linecount; object; punct; record_type; signature; source; sourcetype; splunk_server; src; src_ip; src_user; status; timeendpos; timestartpos; user; user_id; user_type; vendor_account; vendor_product
O365 Add app role assignment to service principal.,785ba57a-ba7b-474e-97c8-9474e6e00b3a,"Patrick Bareiss, Splunk",Event source object for O365 Add app role assignment to service principal.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; additionalDetails; app; authentication_service; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; extendedAuditEventCategory; host; index; linecount; object; punct; record_type; signature; source; sourcetype; splunk_server; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_agent; user_agent_change; user_id; user_type; vendor_account; vendor_product
O365 Add member to role.,8b949f7c-4b5d-404f-9694-d7403c4ec096,"Patrick Bareiss, Splunk",Event source object for O365 Add member to role.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; action; additionalDetails; app; authentication_service; change_type; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; extendedAuditEventCategory; host; index; linecount; object; object_attrs; object_category; punct; record_type; signature; source; sourcetype; splunk_server; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_id; user_type; vendor_account; vendor_product
O365 Add owner to application.,da012cbf-af6e-40ee-a1ba-32a5f8da8f8a,"Patrick Bareiss, Splunk",Event source object for O365 Add owner to application.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; action; additionalDetails; app; authentication_service; change_type; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; extendedAuditEventCategory; host; index; linecount; object; object_attrs; object_category; punct; record_type; signature; source; sourcetype; splunk_server; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_agent; user_agent_change; user_id; user_type; vendor_account; vendor_product
O365 Add service principal.,9c1ef9f5-bc30-4a47-a1bd-cb34484ee778,"Patrick Bareiss, Splunk",Event source object for O365 Add service principal.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; action; additionalDetails; app; authentication_service; change_type; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; extendedAuditEventCategory; host; index; linecount; object_attrs; object_category; punct; record_type; signature; source; sourcetype; splunk_server; src_user; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_agent; user_agent_change; user_id; user_type; vendor_account; vendor_product
O365 Change user license.,1029a20d-3d0d-4fb9-b5e2-22ac5380b20a,"Patrick Bareiss, Splunk",Event source object for O365 Change user license.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; action; additionalDetails; app; authentication_service; change_type; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; extendedAuditEventCategory; host; index; linecount; object; object_attrs; object_category; punct; record_type; signature; source; sourcetype; splunk_server; src_user; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_id; user_type; vendor_account; vendor_product
O365 Consent to application.,0a15a464-ef51-4614-9a07-a216eb9817db,"Patrick Bareiss, Splunk",Event source object for O365 Consent to application.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; additionalDetails; app; authentication_service; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; extendedAuditEventCategory; host; index; linecount; object; punct; record_type; signature; source; sourcetype; splunk_server; status; timeendpos; timestartpos; user; user_agent; user_agent_change; user_id; user_type; vendor_account; vendor_product
O365 Disable Strong Authentication.,235381c4-382a-4183-b818-a51c3ce12187,"Patrick Bareiss, Splunk",Event source object for O365 Disable Strong Authentication.,_time; ActorContextId; ActorIpAddress; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; ClientIP; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; additionalDetails; app; authentication_service; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; extendedAuditEventCategory; extended_properties; host; index; linecount; object; punct; record_type; signature; source; sourcetype; splunk_server; status; timeendpos; timestartpos; user; user_id; user_type; vendor_account; vendor_product
O365 MailItemsAccessed,3d5188eb-341a-4b46-9caa-aade4047d027,"Patrick Bareiss, Splunk",Event source object for O365 MailItemsAccessed,_time; AppId; ClientAppId; ClientIPAddress; ClientInfoString; CreationTime; ExternalAccess; Folders{}.FolderItems{}.InternetMessageId; Folders{}.FolderItems{}.SizeInBytes; Folders{}.Id; Folders{}.Path; Id; InternalLogonType; IsThrottled; LogonType; LogonUserSid; MailAccessType; MailboxGuid; MailboxOwnerSid; MailboxOwnerUPN; Operation; OperationCount; OperationProperties{}.Name; OperationProperties{}.Value; OrganizationId; OrganizationName; OriginatingServer; RecordType; ResultStatus; UserId; UserKey; UserType; Version; Workload; app; authentication_service; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dvc; host; index; linecount; punct; signature; source; sourcetype; splunk_server; status; timeendpos; timestartpos; user; user_id; user_type; vendor_account; vendor_product
O365 ModifyFolderPermissions,0a8c1080-68c2-46d7-8324-2e7d97bb6e2f,"Patrick Bareiss, Splunk",Event source object for O365 ModifyFolderPermissions,_time; AppId; ClientIP; ClientIPAddress; ClientInfoString; CreationTime; ExternalAccess; Id; InternalLogonType; Item.Id; Item.ParentFolder.Id; Item.ParentFolder.MemberRights; Item.ParentFolder.MemberSid; Item.ParentFolder.MemberUpn; Item.ParentFolder.Name; Item.ParentFolder.Path; LogonType; LogonUserSid; MailboxGuid; MailboxOwnerSid; MailboxOwnerUPN; Operation; OrganizationId; OrganizationName; OriginatingServer; RecordType; ResultStatus; SessionId; UserId; UserKey; UserType; Version; Workload; action; app; authentication_service; change_type; client_info_str; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; eventtype; host; index; linecount; object; object_attrs; object_category; object_id; punct; record_type; result; signature; source; sourcetype; splunk_server; src; src_ip; status; tag; tag::eventtype; tenant_id; timeendpos; timestartpos; user; user_agent; user_id; user_type; vendor_account; vendor_product
O365 Set-Mailbox,db798c5c-928c-4972-bb42-e5f90e35865f,"Patrick Bareiss, Splunk",Event source object for O365 Set-Mailbox,_time; AppId; ClientAppId; ClientIP; CreationTime; ExternalAccess; Id; Identity; ObjectId; Operation; OrganizationId; OrganizationName; OriginatingServer; Parameters{}.Name; Parameters{}.Value; Params; RecordType; ResultStatus; SessionId; UserId; UserKey; UserType; Version; Workload; action; app; authentication_service; change_type; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; eventtype; host; index; linecount; object; object_attrs; object_category; object_id; punct; record_type; result; signature; source; sourcetype; splunk_server; src; src_ip; src_user; src_user_type; status; tag; tag::eventtype; tenant_id; timeendpos; timestartpos; user; user_id; vendor_account; vendor_product
O365 Set Company Information.,06c6d576-f032-41e3-b15d-80a434ce13d8,"Patrick Bareiss, Splunk",Event source object for O365 Set Company Information.,_time; ActorContextId; ActorIpAddress; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; ClientIP; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; action; additionalDetails; app; authentication_service; change_type; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; extendedAuditEventCategory; extended_properties; host; index; linecount; object; object_attrs; object_category; punct; record_type; signature; source; sourcetype; splunk_server; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_id; user_type; vendor_account; vendor_product
O365 Update application.,62159133-911b-4c63-9e30-a6a8c89195ca,"Patrick Bareiss, Splunk",Event source object for O365 Update application.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; action; additionalDetails; app; authentication_service; change_type; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; extendedAuditEventCategory; host; index; linecount; object; object_attrs; object_category; punct; record_type; signature; source; sourcetype; splunk_server; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_agent; user_agent_change; user_id; user_type; vendor_account; vendor_product
O365 Update authorization policy.,d40e6a20-4d64-404c-8351-2caae8228d34,"Patrick Bareiss, Splunk",Event source object for O365 Update authorization policy.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; additionalDetails; app; authentication_service; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; extendedAuditEventCategory; host; index; linecount; object; punct; record_type; signature; source; sourcetype; splunk_server; status; timeendpos; timestartpos; user; user_agent; user_agent_change; user_id; user_type; vendor_account; vendor_product
O365 Update user.,a05fd01e-34d9-4233-9089-11272416b531,"Patrick Bareiss, Splunk",Event source object for O365 Update user.,_time; ActorContextId; Actor{}.ID; Actor{}.Type; AzureActiveDirectoryEventType; CreationTime; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; ModifiedProperties{}.Name; ModifiedProperties{}.NewValue; ModifiedProperties{}.OldValue; ObjectId; Operation; OrganizationId; RecordType; ResultStatus; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserId; UserKey; UserType; Version; Workload; action; additionalDetails; app; authentication_service; change_type; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; extendedAuditEventCategory; host; index; linecount; object; object_attrs; object_category; punct; record_type; signature; source; sourcetype; splunk_server; src_user; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_id; user_type; vendor_account; vendor_product
O365 UserLoggedIn,ed29c8c4-4053-419c-b133-16abf2a1c4c9,"Patrick Bareiss, Splunk",Event source object for O365 UserLoggedIn,_time; ActorContextId; ActorIpAddress; Actor{}.ID; Actor{}.Type; ApplicationId; AzureActiveDirectoryEventType; BrowserType; ClientIP; CreationTime; DeviceProperties{}.Name; DeviceProperties{}.Value; ErrorNumber; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; OS; ObjectId; Operation; OrganizationId; RecordType; RequestType; ResultStatus; ResultStatusDetail; SessionId; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserAgent; UserId; UserKey; UserType; Version; Workload; app; authentication_service; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; host; index; linecount; object; punct; record_type; signature; source; sourcetype; splunk_server; src; src_ip; status; timeendpos; timestartpos; user; user_agent; user_type; vendor_account; vendor_product
O365 UserLoginFailed,6099b33d-d581-43ed-8401-911862590361,"Patrick Bareiss, Splunk",Event source object for O365 UserLoginFailed,_time; ActorContextId; ActorIpAddress; Actor{}.ID; Actor{}.Type; ApplicationId; AzureActiveDirectoryEventType; BrowserType; ClientIP; CreationTime; DeviceProperties{}.Name; DeviceProperties{}.Value; ErrorNumber; ExtendedProperties{}.Name; ExtendedProperties{}.Value; Id; InterSystemsId; IntraSystemId; IsCompliantAndManaged; LogonError; OS; ObjectId; Operation; OrganizationId; RecordType; RequestType; ResultStatus; ResultStatusDetail; SupportTicketId; TargetContextId; Target{}.ID; Target{}.Type; UserAgent; UserAuthenticationMethod; UserId; UserKey; UserType; Version; Workload; action; app; authentication_method; authentication_service; command; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dvc; event_type; eventtype; host; index; linecount; object; punct; reason; record_type; result; signature; source; sourcetype; splunk_server; src; src_ip; status; tag; tag::action; tag::eventtype; user; user_agent; user_type; vendor_account; vendor_product
Sysmon EventID 1,b375f4d1-d7ca-4bc0-9103-294825c0af17,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 1,_time; Channel; CommandLine; Company; Computer; CurrentDirectory; Description; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; FileVersion; Guid; Hashes; IMPHASH; Image; IntegrityLevel; Keywords; Level; LogonGuid; LogonId; MD5; Name; Opcode; OriginalFileName; ParentCommandLine; ParentImage; ParentProcessGuid; ParentProcessId; ProcessGuid; ProcessID; ProcessId; Product; RecordID; RecordNumber; RuleName; SHA256; SecurityID; SystemTime; System_Props_Xml; Task; TerminalSessionId; ThreadID; TimeCreated; User; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc_nt_host; event_id; eventtype; host; id; index; linecount; original_file_name; os; parent_process; parent_process_exec; parent_process_guid; parent_process_id; parent_process_name; parent_process_path; process; process_current_directory; process_exec; process_guid; process_hash; process_id; process_integrity_level; process_name; process_path; punct; signature; signature_id; source; sourcetype; splunk_server; tag; tag::eventtype; timeendpos; timestartpos; user; user_id; vendor_product
Sysmon EventID 10,659cd5a8-148a-4c59-ade1-05f41ac1b096,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 10,_time; CallTrace; Channel; Computer; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; GrantedAccess; Guid; Keywords; Level; Name; Opcode; ProcessID; RecordID; RecordNumber; RuleName; SecurityID; SourceImage; SourceProcessGUID; SourceProcessId; SourceThreadId; SystemTime; System_Props_Xml; TargetImage; TargetProcessGUID; TargetProcessId; Task; ThreadID; TimeCreated; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; dvc_nt_host; event_id; eventtype; granted_access; host; id; index; linecount; os; parent_process_exec; parent_process_guid; parent_process_id; parent_process_name; parent_process_path; process_exec; process_guid; process_id; process_name; process_path; punct; signature; signature_id; source; sourcetype; splunk_server; tag; tag::eventtype; timeendpos; timestartpos; user_id; vendor_product
Sysmon EventID 11,f3db9179-f4f5-416d-bc03-39f4d4ff699e,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 11,_time; Channel; Computer; CreationUtcTime; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; Guid; Image; Keywords; Level; Name; Opcode; ProcessGuid; ProcessID; ProcessId; RecordID; RecordNumber; RuleName; SecurityID; SystemTime; System_Props_Xml; TargetFilename; Task; ThreadID; TimeCreated; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc_nt_host; event_id; eventtype; file_create_time; file_name; file_path; host; id; index; linecount; object_category; process_exec; process_guid; process_id; process_name; process_path; punct; signature; signature_id; source; sourcetype; splunk_server; tag; tag::eventtype; tag::object_category; timeendpos; timestartpos; user_id; vendor_product
Sysmon EventID 12,3ef28798-8eaa-4fd2-b074-6f36d08a1b33,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 12,_time; Channel; Computer; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; EventType; Guid; Image; Keywords; Level; Name; Opcode; ProcessGuid; ProcessID; ProcessId; RecordID; RecordNumber; RuleName; SecurityID; SystemTime; System_Props_Xml; TargetObject; Task; ThreadID; TimeCreated; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc_nt_host; event_id; eventtype; host; id; index; linecount; object_category; object_path; process_exec; process_guid; process_id; process_name; process_path; punct; registry_hive; registry_key_name; registry_path; severity_id; signature; signature_id; source; sourcetype; splunk_server; status; tag; tag::eventtype; tag::object_category; timeendpos; timestartpos; user_id; vendor_product
Sysmon EventID 13,19cd00ee-f65f-48ca-bb08-64aac28638ce,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 13,_time; Channel; Computer; Details; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; EventType; Guid; Image; Keywords; Level; Name; Opcode; ProcessGuid; ProcessID; ProcessId; RecordID; RecordNumber; RegistryValueData; RegistryValueType; RuleName; SecurityID; SystemTime; System_Props_Xml; TargetObject; Task; ThreadID; TimeCreated; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; dvc_nt_host; event_id; eventtype; host; id; index; linecount; object_category; object_path; process_exec; process_guid; process_id; process_name; process_path; punct; registry_hive; registry_key_name; registry_path; registry_value_data; registry_value_name; registry_value_type; severity_id; signature; signature_id; source; sourcetype; splunk_server; status; tag; tag::eventtype; tag::object_category; timeendpos; timestartpos; user_id; vendor_product
Sysmon EventID 15,95785e02-93b4-47e2-81f1-be326295348e,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 15,_time; Channel; Computer; Contents; CreationUtcTime; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; Guid; Hash; IMPHASH; Image; Keywords; Level; MD5; Name; Opcode; ProcessGuid; ProcessID; ProcessId; RecordID; RecordNumber; RuleName; SHA256; SecurityID; SystemTime; System_Props_Xml; TargetFilename; Task; ThreadID; TimeCreated; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc_nt_host; event_id; eventtype; file_create_time; file_hash; file_name; file_path; host; id; index; linecount; os; process_exec; process_guid; process_id; process_name; process_path; punct; signature; signature_id; source; sourcetype; splunk_server; tag; tag::eventtype; timeendpos; timestartpos; user_id; vendor_product
Sysmon EventID 17,08924246-c8e8-4c95-a9fc-633c43cc82df,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 17,_time; Channel; Computer; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; EventType; Guid; Image; Keywords; Level; Name; Opcode; PipeName; ProcessGuid; ProcessID; ProcessId; RecordID; RecordNumber; RuleName; SecurityID; SystemTime; System_Props_Xml; Task; ThreadID; TimeCreated; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc_nt_host; event_id; eventtype; host; id; index; linecount; os; pipe_name; process_exec; process_guid; process_id; process_name; process_path; punct; severity_id; signature; signature_id; source; sourcetype; splunk_server; tag; tag::eventtype; timeendpos; timestartpos; user_id; vendor_product
Sysmon EventID 18,37eb3554-214e-4e66-af10-c3ffc5b8ca82,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 18,_time; Channel; Computer; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; EventType; Guid; Image; Keywords; Level; Name; Opcode; PipeName; ProcessGuid; ProcessID; ProcessId; RecordID; RecordNumber; RuleName; SecurityID; SystemTime; System_Props_Xml; Task; ThreadID; TimeCreated; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc_nt_host; event_id; eventtype; host; id; index; linecount; os; pipe_name; process_exec; process_guid; process_id; process_name; process_path; punct; severity_id; signature; signature_id; source; sourcetype; splunk_server; tag; tag::eventtype; timeendpos; timestartpos; user_id; vendor_product
Sysmon EventID 20,aeee5374-3203-4286-b744-a8cc4ad1cd7e,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 20,_time; Channel; Computer; Destination; DestinationNoQuotes; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; EventType; Guid; Keywords; Level; Name; Opcode; Operation; ProcessID; RecordID; RecordNumber; RuleName; SecurityID; SystemTime; System_Props_Xml; Task; ThreadID; TimeCreated; Type; User; UserID; UtcTime; Version; action; change_type; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; dvc_nt_host; event_id; eventtype; host; id; index; linecount; object; object_category; object_path; punct; severity_id; signature; signature_id; source; sourcetype; splunk_server; src; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_id; user_name; vendor_product
Sysmon EventID 21,304384bc-715e-4958-988b-a8051a91349a,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 21,_time; Channel; Computer; Consumer; ConsumerNoQuotes; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; EventType; Filter; FilterNoQuotes; Guid; Keywords; Level; Name; Opcode; Operation; ProcessID; RecordID; RecordNumber; RuleName; SecurityID; SystemTime; System_Props_Xml; Task; ThreadID; TimeCreated; User; UserID; UtcTime; Version; change_type; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; dvc_nt_host; event_id; eventtype; host; id; index; linecount; object; object_attrs; object_category; object_path; punct; result; severity_id; signature; signature_id; source; sourcetype; splunk_server; src; status; tag; tag::eventtype; timeendpos; timestartpos; user; user_id; user_name; vendor_product
Sysmon EventID 22,911538b2-eba7-4d3e-85e8-d82d380c37bf,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 22,_time; Channel; Computer; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; Guid; Image; Keywords; Level; Name; Opcode; ProcessGuid; ProcessID; ProcessId; QueryName; QueryResults; QueryStatus; RecordID; RecordNumber; RuleName; SecurityID; SystemTime; System_Props_Xml; Task; ThreadID; TimeCreated; UserID; UtcTime; Version; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dvc_nt_host; event_id; eventtype; host; id; index; linecount; process_exec; process_guid; process_name; punct; query; query_count; reply_code_id; signature; signature_id; source; sourcetype; splunk_server; src; tag; tag::eventtype; timeendpos; timestartpos; user_id; vendor_product
Sysmon EventID 23,5ea2721d-f60c-4f48-a047-47d514e327c3,"Patrick Bareiss, Splunk",Event source object for Sysmon EventID 23,_time; Archived; Channel; Computer; EventChannel; EventCode; EventData_Xml; EventDescription; EventID; EventRecordID; Guid; Hashes; IMPHASH; Image; IsExecutable; Keywords; Level; MD5; Name; Opcode; ProcessGuid; ProcessID; ProcessId; RecordID; RecordNumber; RuleName; SHA256; SecurityID; SystemTime; System_Props_Xml; TargetFilename; Task; ThreadID; TimeCreated; User; UserID; UtcTime; Version; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc_nt_host; event_id; eventtype; file_hash; file_modify_time; file_name; file_path; host; id; index; linecount; object_category; process_exec; process_guid; process_id; process_name; process_path; punct; signature; signature_id; source; sourcetype; splunk_server; tag; tag::eventtype; tag::object_category; timeendpos; timestartpos; user; user_id; vendor_product
